config_id,suite,category,n_layer,d_model,n_h,n_kv,d_qk,d_v,d_mlp,total_params_M,q8_group_size,layer_size_kb,mlp_ratio,kv_ratio,sample_idx
RND_0463,Random_50M_150M,Random_50M_150M,18,512,6,3,64,48,864,58.947,32,2033.0,1.688,0.5,463
RND_0464,Random_50M_150M,Random_50M_150M,16,608,6,2,64,48,2496,112.155,32,5609.8,4.105,0.333,464
RND_0465,Random_50M_150M,Random_50M_150M,9,640,12,12,32,16,1472,64.26,64,3707.5,2.3,1.0,465
RND_0466,Random_50M_150M,Random_50M_150M,19,512,2,1,64,64,2624,106.085,64,4394.0,5.125,0.5,466
RND_0467,Random_50M_150M,Random_50M_150M,16,576,6,1,32,48,1888,86.346,32,3947.6,3.278,0.167,467
RND_0468,Random_50M_150M,Random_50M_150M,28,352,6,1,16,32,1856,75.92,32,2288.7,5.273,0.167,468
RND_0469,Random_50M_150M,Random_50M_150M,22,448,1,1,64,16,1792,77.118,16,3034.5,4.0,1.0,469
RND_0470,Random_50M_150M,Random_50M_150M,28,448,12,2,48,64,896,75.953,64,1985.4,2.0,0.167,470
RND_0471,Random_50M_150M,Random_50M_150M,24,608,4,2,32,48,1248,92.252,32,2831.0,2.053,0.5,471
RND_0472,Random_50M_150M,Random_50M_150M,28,512,2,2,32,48,2528,139.101,32,4454.0,4.938,1.0,472
RND_0473,Random_50M_150M,Random_50M_150M,15,576,16,8,64,48,2240,110.268,64,5631.8,3.889,0.5,473
RND_0474,Random_50M_150M,Random_50M_150M,17,608,16,16,32,32,2176,119.24,32,5738.0,3.579,1.0,474
RND_0475,Random_50M_150M,Random_50M_150M,19,544,6,6,48,16,1280,75.01,32,2762.5,2.353,1.0,475
RND_0476,Random_50M_150M,Random_50M_150M,28,448,6,1,16,32,2400,117.097,32,3716.1,5.357,0.167,476
RND_0477,Random_50M_150M,Random_50M_150M,18,576,4,1,16,32,2400,106.128,32,4717.1,4.167,0.25,477
RND_0478,Random_50M_150M,Random_50M_150M,5,640,12,3,64,48,1856,55.372,64,4823.1,2.9,0.25,478
RND_0479,Random_50M_150M,Random_50M_150M,15,416,8,8,16,64,1760,61.867,32,3004.6,4.231,1.0,479
RND_0480,Random_50M_150M,Random_50M_150M,22,416,16,2,16,32,2144,87.717,32,3341.0,5.154,0.125,480
RND_0481,Random_50M_150M,Random_50M_150M,14,448,2,2,48,16,1632,54.854,32,2542.8,3.643,1.0,481
RND_0482,Random_50M_150M,Random_50M_150M,8,544,8,8,16,64,1696,55.071,32,3814.4,3.118,1.0,482
RND_0483,Random_50M_150M,Random_50M_150M,5,544,8,2,32,48,2560,50.417,32,5076.6,4.706,0.25,483
RND_0484,Random_50M_150M,Random_50M_150M,5,640,6,3,16,32,3200,64.28,64,6671.9,5.0,0.5,484
RND_0485,Random_50M_150M,Random_50M_150M,13,512,16,16,16,48,672,52.809,32,2294.0,1.312,1.0,485
RND_0486,Random_50M_150M,Random_50M_150M,11,608,2,1,16,48,1728,66.538,32,3600.5,2.842,0.5,486
RND_0487,Random_50M_150M,Random_50M_150M,21,512,4,2,48,16,2400,107.318,32,4274.0,4.688,0.5,487
RND_0488,Random_50M_150M,Random_50M_150M,17,448,12,2,48,32,2240,82.255,64,3651.4,5.0,0.167,488
RND_0489,Random_50M_150M,Random_50M_150M,9,640,16,16,32,48,896,62.417,64,3495.0,1.4,1.0,489
RND_0490,Random_50M_150M,Random_50M_150M,15,640,12,1,32,64,2560,117.912,64,5938.8,4.0,0.083,490
RND_0491,Random_50M_150M,Random_50M_150M,23,448,2,2,64,64,896,55.53,64,1494.5,2.0,1.0,491
RND_0492,Random_50M_150M,Random_50M_150M,16,576,1,1,16,32,1632,74.992,32,3168.0,2.833,1.0,492
RND_0493,Random_50M_150M,Random_50M_150M,15,640,2,2,64,32,2016,93.951,32,4532.5,3.15,1.0,493
RND_0494,Random_50M_150M,Random_50M_150M,22,448,1,1,48,48,1600,71.756,16,2737.0,3.571,1.0,494
RND_0495,Random_50M_150M,Random_50M_150M,13,544,16,4,16,32,2560,88.471,32,5172.2,4.706,0.25,495
RND_0496,Random_50M_150M,Random_50M_150M,17,640,16,16,48,16,1184,93.137,32,3947.5,1.85,1.0,496
RND_0497,Random_50M_150M,Random_50M_150M,14,448,4,1,32,64,2080,64.689,32,3314.5,4.643,0.25,497
RND_0498,Random_50M_150M,Random_50M_150M,24,320,16,4,48,48,1472,64.774,64,2108.8,4.6,0.25,498
RND_0499,Random_50M_150M,Random_50M_150M,26,448,4,1,64,48,896,60.395,64,1516.8,2.0,0.25,499
RND_0500,Random_50M_150M,Random_50M_150M,17,512,4,2,16,48,1984,80.915,64,3374.0,3.875,0.5,500
RND_0501,Random_50M_150M,Random_50M_150M,26,384,12,1,64,16,1600,77.646,64,2332.9,4.167,0.083,501
RND_0502,Random_50M_150M,Random_50M_150M,10,416,6,1,32,48,2176,50.41,32,3245.9,5.231,0.167,502
RND_0503,Random_50M_150M,Random_50M_150M,7,544,6,6,32,16,2144,54.042,32,4196.9,3.941,1.0,503
RND_0504,Random_50M_150M,Random_50M_150M,25,512,1,1,48,64,2464,123.268,32,4292.0,4.812,1.0,504
RND_0505,Random_50M_150M,Random_50M_150M,23,448,8,2,64,32,608,51.243,32,1377.2,1.357,0.25,505
RND_0506,Random_50M_150M,Random_50M_150M,17,576,12,12,32,32,2016,103.25,32,4808.2,3.5,1.0,506
RND_0507,Random_50M_150M,Random_50M_150M,21,448,12,12,48,16,2080,95.71,32,3834.2,4.643,1.0,507
RND_0508,Random_50M_150M,Random_50M_150M,17,544,16,16,48,48,2080,113.495,32,5573.9,3.824,1.0,508
RND_0509,Random_50M_150M,Random_50M_150M,16,608,6,6,64,64,1472,88.497,32,3985.2,2.421,1.0,509
RND_0510,Random_50M_150M,Random_50M_150M,26,512,2,2,16,48,2464,127.596,32,4310.0,4.812,1.0,510
RND_0511,Random_50M_150M,Random_50M_150M,20,448,6,6,32,64,1568,75.021,32,2889.2,3.5,1.0,511
RND_0512,Random_50M_150M,Random_50M_150M,20,576,2,2,64,64,768,61.435,64,1692.0,1.333,1.0,512
RND_0513,Random_50M_150M,Random_50M_150M,22,576,16,4,48,16,1056,85.364,32,2823.8,1.833,0.25,513
RND_0514,Random_50M_150M,Random_50M_150M,17,352,8,1,48,32,1888,55.917,32,2474.3,5.364,0.125,514
RND_0515,Random_50M_150M,Random_50M_150M,18,448,6,6,32,16,1824,71.319,32,2983.8,4.071,1.0,515
RND_0516,Random_50M_150M,Random_50M_150M,9,640,6,6,64,32,1216,59.836,64,3197.5,1.9,1.0,516
RND_0517,Random_50M_150M,Random_50M_150M,27,288,16,16,32,64,992,61.535,32,1918.1,3.444,1.0,517
RND_0518,Random_50M_150M,Random_50M_150M,22,576,1,1,48,32,1568,90.636,32,3087.0,2.722,1.0,518
RND_0519,Random_50M_150M,Random_50M_150M,27,576,2,2,32,64,1632,111.125,32,3350.2,2.833,1.0,519
RND_0520,Random_50M_150M,Random_50M_150M,9,576,12,12,64,48,1408,64.801,64,4140.0,2.444,1.0,520
RND_0521,Random_50M_150M,Random_50M_150M,28,288,4,1,64,32,1536,55.536,32,1614.4,5.333,0.25,521
RND_0522,Random_50M_150M,Random_50M_150M,25,416,1,1,48,16,1824,79.189,16,2850.2,4.385,1.0,522
RND_0523,Random_50M_150M,Random_50M_150M,27,416,16,16,16,32,1440,86.727,32,2682.9,3.462,1.0,523
RND_0524,Random_50M_150M,Random_50M_150M,7,512,6,3,16,32,2272,51.723,32,4085.0,4.438,0.5,524
RND_0525,Random_50M_150M,Random_50M_150M,14,448,6,3,16,48,1280,50.238,32,2180.5,2.857,0.5,525
RND_0526,Random_50M_150M,Random_50M_150M,26,480,12,12,16,32,2272,123.614,32,4209.4,4.733,1.0,526
RND_0527,Random_50M_150M,Random_50M_150M,5,640,1,1,32,32,2560,57.164,32,5500.0,4.0,1.0,527
RND_0528,Random_50M_150M,Random_50M_150M,21,544,16,4,32,32,2496,127.552,32,5248.8,4.588,0.25,528
RND_0529,Random_50M_150M,Random_50M_150M,26,480,8,1,48,64,2624,134.996,32,4690.3,5.467,0.125,529
RND_0530,Random_50M_150M,Random_50M_150M,17,416,8,4,16,64,1120,51.487,32,1980.9,2.692,0.5,530
RND_0531,Random_50M_150M,Random_50M_150M,13,640,12,12,16,48,3392,129.642,64,7787.5,5.3,1.0,531
RND_0532,Random_50M_150M,Random_50M_150M,20,448,2,1,16,32,1664,68.57,64,2394.4,3.714,0.5,532
RND_0533,Random_50M_150M,Random_50M_150M,5,544,6,3,48,32,2720,51.505,32,5315.7,5.0,0.5,533
RND_0534,Random_50M_150M,Random_50M_150M,26,544,2,2,48,16,2400,132.855,32,4464.6,4.412,1.0,534
RND_0535,Random_50M_150M,Random_50M_150M,13,640,6,1,32,16,2240,90.904,32,4971.2,3.5,0.167,535
RND_0536,Random_50M_150M,Random_50M_150M,20,416,2,2,64,16,1728,66.734,32,2522.0,4.154,1.0,536
RND_0537,Random_50M_150M,Random_50M_150M,28,544,6,2,16,48,1344,96.615,32,2724.2,2.471,0.333,537
RND_0538,Random_50M_150M,Random_50M_150M,7,576,4,4,32,48,1856,53.995,64,3719.2,3.222,1.0,538
RND_0539,Random_50M_150M,Random_50M_150M,9,576,6,1,16,64,2976,78.155,32,6013.1,5.167,0.167,539
RND_0540,Random_50M_150M,Random_50M_150M,20,448,12,6,16,64,1696,81.042,32,3220.0,3.786,0.5,540
RND_0541,Random_50M_150M,Random_50M_150M,25,352,8,4,64,48,1408,66.724,32,2158.8,4.0,0.5,541
RND_0542,Random_50M_150M,Random_50M_150M,28,352,12,12,16,32,896,55.577,32,1490.5,2.545,1.0,542
RND_0543,Random_50M_150M,Random_50M_150M,18,448,8,4,48,64,1952,80.609,32,3550.8,4.357,0.5,543
RND_0544,Random_50M_150M,Random_50M_150M,22,384,2,2,32,48,1632,63.398,32,2206.5,4.25,1.0,544
RND_0545,Random_50M_150M,Random_50M_150M,24,608,4,4,32,48,1536,107.194,32,3515.0,2.526,1.0,545
RND_0546,Random_50M_150M,Random_50M_150M,10,544,16,1,16,16,2144,65.312,32,4177.8,3.941,0.062,546
RND_0547,Random_50M_150M,Random_50M_150M,17,512,16,1,48,32,2592,105.287,32,5147.0,5.062,0.062,547
RND_0548,Random_50M_150M,Random_50M_150M,25,640,2,2,32,16,1504,107.493,32,3317.5,2.35,1.0,548
RND_0549,Random_50M_150M,Random_50M_150M,14,640,1,1,48,16,3232,120.224,16,7685.0,5.05,1.0,549
RND_0550,Random_50M_150M,Random_50M_150M,19,576,8,4,32,48,1984,104.637,64,4140.0,3.444,0.5,550
RND_0551,Random_50M_150M,Random_50M_150M,7,512,12,1,16,64,2656,58.031,32,5075.0,5.188,0.083,551
RND_0552,Random_50M_150M,Random_50M_150M,17,384,16,2,16,16,1856,59.433,64,2454.0,4.833,0.125,552
RND_0553,Random_50M_150M,Random_50M_150M,25,544,2,1,16,16,2592,134.454,32,4713.2,4.765,0.5,553
RND_0554,Random_50M_150M,Random_50M_150M,16,448,6,6,32,16,2464,79.659,32,3928.8,5.5,1.0,554
RND_0555,Random_50M_150M,Random_50M_150M,15,576,8,4,64,32,2368,100.315,64,4943.2,4.111,0.5,555
RND_0556,Random_50M_150M,Random_50M_150M,14,448,16,2,32,64,2176,74.322,64,3844.8,4.857,0.125,556
RND_0557,Random_50M_150M,Random_50M_150M,23,480,1,1,64,64,2208,100.123,32,3635.6,4.6,1.0,557
RND_0558,Random_50M_150M,Random_50M_150M,15,576,1,1,32,32,1632,72.391,32,3188.2,2.833,1.0,558
RND_0559,Random_50M_150M,Random_50M_150M,15,576,2,2,48,64,1856,80.961,64,3604.5,3.222,1.0,559
RND_0560,Random_50M_150M,Random_50M_150M,15,544,4,4,64,16,2112,84.297,32,4177.8,3.882,1.0,560
RND_0561,Random_50M_150M,Random_50M_150M,13,416,4,2,64,32,2240,60.386,32,3341.0,5.385,0.5,561
RND_0562,Random_50M_150M,Random_50M_150M,28,576,16,8,32,32,1824,142.038,32,4443.8,3.167,0.5,562
RND_0563,Random_50M_150M,Random_50M_150M,15,544,6,6,48,48,1504,73.591,32,3393.6,2.765,1.0,563
RND_0564,Random_50M_150M,Random_50M_150M,14,608,12,6,48,32,1152,72.266,32,3279.9,1.895,0.5,564
RND_0565,Random_50M_150M,Random_50M_150M,26,544,6,2,32,16,1408,92.572,32,2762.5,2.588,0.333,565
RND_0566,Random_50M_150M,Random_50M_150M,21,640,6,3,32,16,2080,121.891,32,4701.2,3.25,0.5,566
RND_0567,Random_50M_150M,Random_50M_150M,15,416,2,2,16,64,1696,54.678,32,2478.1,4.077,1.0,567
RND_0568,Random_50M_150M,Random_50M_150M,27,544,4,4,16,48,928,75.811,32,1978.4,1.706,1.0,568
RND_0569,Random_50M_150M,Random_50M_150M,19,544,12,4,48,32,736,63.434,32,2093.1,1.353,0.333,569
RND_0570,Random_50M_150M,Random_50M_150M,15,576,4,4,16,64,2176,90.915,64,4293.0,3.778,1.0,570
RND_0571,Random_50M_150M,Random_50M_150M,8,480,4,1,32,32,2464,53.753,32,4074.4,5.133,0.25,571
RND_0572,Random_50M_150M,Random_50M_150M,14,352,8,2,64,64,1824,50.984,32,2616.6,5.182,0.25,572
RND_0573,Random_50M_150M,Random_50M_150M,21,544,1,1,48,32,960,62.115,32,1825.4,1.765,1.0,573
RND_0574,Random_50M_150M,Random_50M_150M,12,576,1,1,48,16,1408,59.057,16,3069.0,2.444,1.0,574
RND_0575,Random_50M_150M,Random_50M_150M,23,576,16,16,48,48,1824,142.193,32,5415.8,3.167,1.0,575
RND_0576,Random_50M_150M,Random_50M_150M,26,480,4,2,16,64,2368,118.822,32,4006.9,4.933,0.5,576
RND_0577,Random_50M_150M,Random_50M_150M,19,608,1,1,16,32,3072,138.175,32,6229.6,5.053,1.0,577
RND_0578,Random_50M_150M,Random_50M_150M,11,640,4,2,64,64,1216,63.282,64,2942.5,1.9,0.5,578
RND_0579,Random_50M_150M,Random_50M_150M,21,576,12,3,16,16,1600,92.864,64,3164.6,2.778,0.25,579
RND_0580,Random_50M_150M,Random_50M_150M,25,512,16,16,16,48,2080,131.87,32,4670.0,4.062,1.0,580
RND_0581,Random_50M_150M,Random_50M_150M,23,384,6,2,64,16,1312,59.75,32,1936.5,3.417,0.333,581
RND_0582,Random_50M_150M,Random_50M_150M,25,384,16,1,32,64,2080,94.909,32,3327.0,5.417,0.062,582
RND_0583,Random_50M_150M,Random_50M_150M,23,640,1,1,64,16,1088,82.625,16,2685.0,1.7,1.0,583
RND_0584,Random_50M_150M,Random_50M_150M,6,640,2,2,32,16,3392,71.994,32,7300.0,5.3,1.0,584
RND_0585,Random_50M_150M,Random_50M_150M,26,480,2,2,16,48,2496,120.819,32,4091.2,5.2,1.0,585
RND_0586,Random_50M_150M,Random_50M_150M,11,512,6,1,64,32,2784,76.578,32,5084.0,5.438,0.167,586
RND_0587,Random_50M_150M,Random_50M_150M,10,576,2,1,32,48,2016,65.191,32,3988.1,3.5,0.5,587
RND_0588,Random_50M_150M,Random_50M_150M,12,576,6,6,16,64,2368,84.715,64,4828.5,4.111,1.0,588
RND_0589,Random_50M_150M,Random_50M_150M,19,608,1,1,64,32,2752,128.194,32,5652.5,4.526,1.0,589
RND_0590,Random_50M_150M,Random_50M_150M,22,448,16,16,64,16,2144,111.18,32,4432.8,4.786,1.0,590
RND_0591,Random_50M_150M,Random_50M_150M,14,448,4,1,32,64,2304,68.903,64,3443.1,5.143,0.25,591
RND_0592,Random_50M_150M,Random_50M_150M,11,640,6,3,48,64,2816,98.764,64,6289.4,4.4,0.5,592
RND_0593,Random_50M_150M,Random_50M_150M,21,512,12,6,32,64,1280,85.642,64,2966.0,2.5,0.5,593
RND_0594,Random_50M_150M,Random_50M_150M,23,480,8,2,64,48,576,55.61,32,1509.4,1.2,0.25,594
RND_0595,Random_50M_150M,Random_50M_150M,24,512,6,2,32,32,1056,71.001,32,2078.0,2.062,0.333,595
RND_0596,Random_50M_150M,Random_50M_150M,20,384,4,4,48,48,1984,70.939,64,2683.5,5.167,1.0,596
RND_0597,Random_50M_150M,Random_50M_150M,26,448,6,1,64,48,1408,80.895,32,2471.9,3.143,0.167,597
RND_0598,Random_50M_150M,Random_50M_150M,13,608,4,4,64,64,1664,78.139,32,4028.0,2.737,1.0,598
RND_0599,Random_50M_150M,Random_50M_150M,12,608,1,1,48,64,2272,81.95,32,4712.0,3.737,1.0,599
RND_0600,Random_50M_150M,Random_50M_150M,26,416,16,16,16,48,928,73.214,32,2214.9,2.231,1.0,600
RND_0601,Random_50M_150M,Random_50M_150M,23,544,8,4,64,48,928,79.04,32,2475.6,1.706,0.5,601
RND_0602,Random_50M_150M,Random_50M_150M,15,512,6,2,32,32,1984,75.406,64,3442.0,3.875,0.333,602
RND_0603,Random_50M_150M,Random_50M_150M,22,416,1,1,16,16,1344,58.431,16,2086.5,3.231,1.0,603
RND_0604,Random_50M_150M,Random_50M_150M,21,416,4,4,64,48,2272,88.314,32,3531.1,5.462,1.0,604
RND_0605,Random_50M_150M,Random_50M_150M,15,448,12,3,64,16,1056,51.895,32,2156.9,2.357,0.25,605
RND_0606,Random_50M_150M,Random_50M_150M,15,512,16,2,48,16,2560,93.593,64,4700.0,5.0,0.125,606
RND_0607,Random_50M_150M,Random_50M_150M,20,512,4,4,64,32,1888,91.637,32,3626.0,3.688,1.0,607
RND_0608,Random_50M_150M,Random_50M_150M,13,544,16,16,48,16,992,62.898,32,3011.1,1.824,1.0,608
RND_0609,Random_50M_150M,Random_50M_150M,19,576,6,3,16,16,1216,72.068,32,2499.8,2.111,0.5,609
RND_0610,Random_50M_150M,Random_50M_150M,12,416,16,16,16,32,1824,55.911,32,3209.4,4.385,1.0,610
RND_0611,Random_50M_150M,Random_50M_150M,21,640,4,1,48,16,1792,108.773,64,3792.5,2.8,0.25,611
RND_0612,Random_50M_150M,Random_50M_150M,21,416,1,1,64,64,1888,72.659,32,2712.1,4.538,1.0,612
RND_0613,Random_50M_150M,Random_50M_150M,15,640,12,4,16,32,2144,101.324,32,5072.5,3.35,0.333,613
RND_0614,Random_50M_150M,Random_50M_150M,28,416,4,2,48,32,704,51.146,32,1191.1,1.692,0.5,614
RND_0615,Random_50M_150M,Random_50M_150M,23,576,8,8,16,48,1888,117.604,32,4241.2,3.278,1.0,615
RND_0616,Random_50M_150M,Random_50M_150M,12,480,16,2,48,64,1696,65.066,32,3753.8,3.533,0.125,616
RND_0617,Random_50M_150M,Random_50M_150M,27,512,8,2,16,64,2240,129.744,64,4003.0,4.375,0.25,617
RND_0618,Random_50M_150M,Random_50M_150M,18,384,16,2,64,32,1536,63.121,64,2530.5,4.0,0.125,618
RND_0619,Random_50M_150M,Random_50M_150M,13,480,4,4,64,64,1376,56.297,32,2724.4,2.867,1.0,619
RND_0620,Random_50M_150M,Random_50M_150M,13,544,1,1,16,32,2016,70.819,32,3680.5,3.706,1.0,620
RND_0621,Random_50M_150M,Random_50M_150M,8,544,1,1,16,16,1856,51.868,16,3748.5,3.412,1.0,621
RND_0622,Random_50M_150M,Random_50M_150M,22,480,12,1,32,16,2368,105.774,32,4082.8,4.933,0.083,622
RND_0623,Random_50M_150M,Random_50M_150M,24,352,12,12,32,64,1888,85.038,32,3086.9,5.364,1.0,623
RND_0624,Random_50M_150M,Random_50M_150M,27,448,8,1,16,48,1600,87.592,64,2506.0,3.571,0.125,624
RND_0625,Random_50M_150M,Random_50M_150M,28,448,1,1,32,32,1920,96.425,32,2905.0,4.286,1.0,625
RND_0626,Random_50M_150M,Random_50M_150M,17,640,1,1,16,32,1984,98.011,32,4262.5,3.1,1.0,626
RND_0627,Random_50M_150M,Random_50M_150M,21,608,4,4,32,48,1920,112.323,32,4284.5,3.158,1.0,627
RND_0628,Random_50M_150M,Random_50M_150M,13,512,2,1,48,48,1760,62.819,32,3140.0,3.438,0.5,628
RND_0629,Random_50M_150M,Random_50M_150M,16,544,2,2,48,16,1664,73.054,32,3145.0,3.059,1.0,629
RND_0630,Random_50M_150M,Random_50M_150M,13,448,16,4,16,48,1984,64.658,64,3368.8,4.429,0.25,630
RND_0631,Random_50M_150M,Random_50M_150M,14,608,8,2,64,48,2400,101.411,32,5567.0,3.947,0.25,631
RND_0632,Random_50M_150M,Random_50M_150M,6,576,12,3,16,16,2368,55.173,64,4541.6,4.111,0.25,632
RND_0633,Random_50M_150M,Random_50M_150M,21,576,12,12,64,48,1088,100.992,64,3566.2,1.889,1.0,633
RND_0634,Random_50M_150M,Random_50M_150M,23,480,4,2,64,48,1600,84.579,32,2893.1,3.333,0.5,634
RND_0635,Random_50M_150M,Random_50M_150M,22,416,4,2,48,64,928,52.573,32,1586.0,2.231,0.5,635
RND_0636,Random_50M_150M,Random_50M_150M,13,576,6,3,48,48,704,51.263,32,1892.2,1.222,0.5,636
RND_0637,Random_50M_150M,Random_50M_150M,9,608,1,1,64,64,3232,85.036,32,6657.1,5.316,1.0,637
RND_0638,Random_50M_150M,Random_50M_150M,15,448,6,3,48,48,1440,57.379,32,2558.5,3.214,0.5,638
RND_0639,Random_50M_150M,Random_50M_150M,15,640,12,1,32,32,864,65.074,32,2417.5,1.35,0.083,639
RND_0640,Random_50M_150M,Random_50M_150M,12,384,16,1,64,48,1952,55.076,32,3279.8,5.083,0.062,640
RND_0641,Random_50M_150M,Random_50M_150M,28,480,8,8,64,32,928,82.238,32,2285.6,1.933,1.0,641
RND_0642,Random_50M_150M,Random_50M_150M,26,576,12,2,32,16,864,77.89,32,2074.5,1.5,0.167,642
RND_0643,Random_50M_150M,Random_50M_150M,25,576,6,2,32,48,1664,110.107,32,3573.0,2.889,0.333,643
RND_0644,Random_50M_150M,Random_50M_150M,10,480,16,8,32,48,1984,61.929,32,4158.8,4.133,0.5,644
RND_0645,Random_50M_150M,Random_50M_150M,8,576,2,2,64,32,3008,72.319,64,5631.8,5.222,1.0,645
RND_0646,Random_50M_150M,Random_50M_150M,26,608,2,1,48,16,1312,95.876,32,2766.9,2.158,0.5,646
RND_0647,Random_50M_150M,Random_50M_150M,5,576,6,6,32,48,2688,54.949,32,5719.5,4.667,1.0,647
RND_0648,Random_50M_150M,Random_50M_150M,7,544,1,1,48,48,2944,61.719,16,6001.0,5.412,1.0,648
RND_0649,Random_50M_150M,Random_50M_150M,22,320,12,6,32,64,1408,58.013,64,1981.2,4.4,0.5,649
RND_0650,Random_50M_150M,Random_50M_150M,24,608,4,4,64,64,992,88.983,32,2681.4,1.632,1.0,650
RND_0651,Random_50M_150M,Random_50M_150M,25,448,12,12,64,16,1856,106.426,64,3487.8,4.143,1.0,651
RND_0652,Random_50M_150M,Random_50M_150M,25,576,8,8,32,32,832,79.694,64,2112.8,1.444,1.0,652
RND_0653,Random_50M_150M,Random_50M_150M,18,576,1,1,32,16,2304,101.649,16,4936.5,4.0,1.0,653
RND_0654,Random_50M_150M,Random_50M_150M,23,640,1,1,48,16,2624,149.984,16,6260.0,4.1,1.0,654
RND_0655,Random_50M_150M,Random_50M_150M,14,576,12,12,32,16,1600,76.978,64,3566.2,2.778,1.0,655
RND_0656,Random_50M_150M,Random_50M_150M,24,576,16,4,32,32,1472,107.745,64,3413.2,2.556,0.25,656
RND_0657,Random_50M_150M,Random_50M_150M,13,480,12,3,32,32,1312,54.7,32,2589.4,2.733,0.25,657
RND_0658,Random_50M_150M,Random_50M_150M,28,416,4,2,64,48,1408,77.983,32,2244.1,3.385,0.5,658
RND_0659,Random_50M_150M,Random_50M_150M,18,416,6,2,64,48,1120,52.806,32,1951.6,2.692,0.333,659
RND_0660,Random_50M_150M,Random_50M_150M,22,640,8,2,16,16,2400,138.103,32,5297.5,3.75,0.25,660
RND_0661,Random_50M_150M,Random_50M_150M,21,384,6,3,48,64,1632,66.941,32,2496.8,4.25,0.5,661
RND_0662,Random_50M_150M,Random_50M_150M,6,512,4,1,32,32,2816,52.68,64,4666.0,5.5,0.25,662
RND_0663,Random_50M_150M,Random_50M_150M,25,512,2,2,16,48,2048,107.703,32,3608.0,4.0,1.0,663
RND_0664,Random_50M_150M,Random_50M_150M,16,608,12,4,16,16,2496,108.42,32,5353.2,4.105,0.333,664
RND_0665,Random_50M_150M,Random_50M_150M,7,640,12,4,16,32,2272,66.159,32,5342.5,3.55,0.333,665
RND_0666,Random_50M_150M,Random_50M_150M,25,384,4,1,48,64,928,51.44,32,1416.8,2.417,0.25,666
RND_0667,Random_50M_150M,Random_50M_150M,9,512,4,4,16,64,1696,52.145,32,3230.0,3.312,1.0,667
RND_0668,Random_50M_150M,Random_50M_150M,10,480,6,2,64,32,2464,63.311,32,4310.6,5.133,0.333,668
RND_0669,Random_50M_150M,Random_50M_150M,9,640,1,1,32,16,1184,53.201,16,2860.0,1.85,1.0,669
RND_0670,Random_50M_150M,Random_50M_150M,8,544,16,4,16,48,1824,56.742,32,4043.9,3.353,0.25,670
RND_0671,Random_50M_150M,Random_50M_150M,16,448,6,3,16,32,1760,63.488,32,2818.4,3.929,0.5,671
RND_0672,Random_50M_150M,Random_50M_150M,20,480,16,2,48,16,1760,85.909,32,3399.4,3.667,0.125,672
RND_0673,Random_50M_150M,Random_50M_150M,24,512,8,4,64,48,2400,130.77,32,4814.0,4.688,0.5,673
RND_0674,Random_50M_150M,Random_50M_150M,12,480,16,2,16,32,2400,70.596,32,4260.0,5.0,0.125,674
RND_0675,Random_50M_150M,Random_50M_150M,19,480,12,12,48,64,1408,87.198,32,3652.5,2.933,1.0,675
RND_0676,Random_50M_150M,Random_50M_150M,18,512,6,3,48,64,1312,71.333,32,2789.0,2.562,0.5,676
RND_0677,Random_50M_150M,Random_50M_150M,22,448,4,4,64,16,928,56.302,32,1692.2,2.071,1.0,677
RND_0678,Random_50M_150M,Random_50M_150M,17,640,16,8,48,16,2112,117.856,64,5237.5,3.3,0.5,678
RND_0679,Random_50M_150M,Random_50M_150M,23,544,4,1,64,64,672,60.622,32,1595.9,1.235,0.25,679
RND_0680,Random_50M_150M,Random_50M_150M,28,576,8,8,32,32,1664,126.039,64,3604.5,2.889,1.0,680
RND_0681,Random_50M_150M,Random_50M_150M,8,512,1,1,32,32,2656,58.91,32,4562.0,5.188,1.0,681
RND_0682,Random_50M_150M,Random_50M_150M,8,608,12,2,48,64,3168,84.431,32,7405.2,5.211,0.167,682
RND_0683,Random_50M_150M,Random_50M_150M,17,544,4,4,16,48,1184,64.961,32,2437.4,2.176,1.0,683
RND_0684,Random_50M_150M,Random_50M_150M,22,480,6,1,32,32,2464,106.956,32,4141.9,5.133,0.167,684
RND_0685,Random_50M_150M,Random_50M_150M,25,416,2,2,16,16,2016,85.179,32,2829.1,4.846,1.0,685
RND_0686,Random_50M_150M,Random_50M_150M,7,512,6,2,64,48,2720,58.203,32,5102.0,5.312,0.333,686
RND_0687,Random_50M_150M,Random_50M_150M,22,512,16,1,48,64,1408,94.803,64,3263.5,2.75,0.062,687
RND_0688,Random_50M_150M,Random_50M_150M,27,608,1,1,16,32,1376,99.964,32,2831.0,2.263,1.0,688
RND_0689,Random_50M_150M,Random_50M_150M,16,480,6,2,64,64,1216,60.036,32,2471.2,2.533,0.333,689
RND_0690,Random_50M_150M,Random_50M_150M,15,608,4,2,48,16,2784,110.266,32,5844.9,4.579,0.5,690
RND_0691,Random_50M_150M,Random_50M_150M,20,384,2,2,32,64,1248,51.033,32,1747.5,3.25,1.0,691
RND_0692,Random_50M_150M,Random_50M_150M,23,416,8,4,48,48,1920,87.08,32,3165.5,4.615,0.5,692
RND_0693,Random_50M_150M,Random_50M_150M,21,544,16,1,16,16,2816,130.111,32,5382.6,5.176,0.062,693
RND_0694,Random_50M_150M,Random_50M_150M,13,576,2,2,32,16,3104,100.145,32,6023.2,5.389,1.0,694
